Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
3574,TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S,https://www.drugbank.ca/drugs/DB04649,https://www.drugbank.ca/structures/DB04649/thumb.svg,0.14745456,0.92732984,440.45419,C17H28N8O6,233.35001,N/A
3575,"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",https://www.drugbank.ca/drugs/DB04650,https://www.drugbank.ca/structures/DB04650/thumb.svg,0.088598818,0.98476982,244.311,C10H16N2O3S,78.43,N/A
3576,BIOTINOL-5-AMP,https://www.drugbank.ca/drugs/DB04651,https://www.drugbank.ca/structures/DB04651/thumb.svg,0.62054914,0.8710146,559.53302,C20H30N7O8PS,216.2,N/A
3577,Corticosterone,https://www.drugbank.ca/drugs/DB04652,https://www.drugbank.ca/structures/DB04652/thumb.svg,0.18589081,0.91600496,346.46051,C21H30O4,74.599998,N/A
3578,4-PIPERIDIN-4-YLBUTANAL,https://www.drugbank.ca/drugs/DB04654,https://www.drugbank.ca/structures/DB04654/thumb.svg,0.13112056,0.90890777,155.2374,C9H17NO,29.1,N/A
3579,Metoprine,https://www.drugbank.ca/drugs/DB04655,https://www.drugbank.ca/structures/DB04655/thumb.svg,0.19824982,0.99265975,269.13,C11H10Cl2N4,77.82,N/A
3580,"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",https://www.drugbank.ca/drugs/DB04656,https://www.drugbank.ca/structures/DB04656/thumb.svg,0.16377614,0.8955583,310.34229,C16H22O6,107.22,N/A
3581,Carboxin,https://www.drugbank.ca/drugs/DB04657,https://www.drugbank.ca/structures/DB04657/thumb.svg,0.19070144,0.97580785,235.302,C12H13NO2S,38.330002,N/A
3582,"(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL",https://www.drugbank.ca/drugs/DB04658,https://www.drugbank.ca/structures/DB04658/thumb.svg,0.53575748,0.70628107,175.1824,C7H13NO4,92.949997,N/A
3583,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",https://www.drugbank.ca/drugs/DB04659,https://www.drugbank.ca/structures/DB04659/thumb.svg,0.44230139,0.86298573,407.45901,C15H21NO8S2,156.88,N/A
3584,Choline alfoscerate,https://www.drugbank.ca/drugs/DB04660,https://www.drugbank.ca/structures/DB04660/thumb.svg,0.41843057,0.69828594,257.22299,C8H20NO6P,99.050003,N/A
3585,OLOMOUCINE II,https://www.drugbank.ca/drugs/DB04662,https://www.drugbank.ca/structures/DB04662/thumb.svg,0.27572459,0.8274954,370.4487,C19H26N6O2,108.12,N/A
3586,"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",https://www.drugbank.ca/drugs/DB04663,https://www.drugbank.ca/structures/DB04663/thumb.svg,0.26700509,0.8676064,274.11929,C6H11O10P,173.98,N/A
3587,Cyclohexyl-pentyl-maltoside,https://www.drugbank.ca/drugs/DB04664,https://www.drugbank.ca/structures/DB04664/thumb.svg,0.08642301,0.95367807,494.573,C23H42O11,178.53,N/A
3588,Coumarin,https://www.drugbank.ca/drugs/DB04665,https://www.drugbank.ca/structures/DB04665/thumb.svg,0.23361859,0.76638144,146.145,C9H6O2,26.299999,N/A
3589,TRIAZOLOPYRIMIDINE,https://www.drugbank.ca/drugs/DB04669,https://www.drugbank.ca/structures/DB04669/thumb.svg,0.25033447,0.85463059,382.237,C17H14BrN6,70.589996,N/A
3590,[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,https://www.drugbank.ca/drugs/DB04671,https://www.drugbank.ca/structures/DB04671/thumb.svg,0.30569893,0.85114396,279.33701,C9H19N4O4S,166.64,N/A
3591,"Cyclic 3',5'-thymidine monophosphate",https://www.drugbank.ca/drugs/DB04672,https://www.drugbank.ca/structures/DB04672/thumb.svg,0.24229202,0.8343308,304.19321,C10H13N2O7P,125.4,N/A
3592,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",https://www.drugbank.ca/drugs/DB04674,https://www.drugbank.ca/structures/DB04674/thumb.svg,0.33072901,0.6749652,389.91379,C7H4I2O3,57.529999,N/A
3593,Dansyllysine,https://www.drugbank.ca/drugs/DB04676,https://www.drugbank.ca/structures/DB04676/thumb.svg,0.60769939,0.65234828,379.474,C18H25N3O4S,112.73,N/A
3594,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,https://www.drugbank.ca/drugs/DB04677,https://www.drugbank.ca/structures/DB04677/thumb.svg,0.16344739,0.91478705,189.29671,C13H19N,3.24,N/A
3595,H TYPE II TRISACCHARIDE,https://www.drugbank.ca/drugs/DB04678,https://www.drugbank.ca/structures/DB04678/thumb.svg,0.39707687,0.79651099,529.48962,C20H35NO15,257.32001,N/A
3596,Human blood group H type 1 trisaccharide,https://www.drugbank.ca/drugs/DB04679,https://www.drugbank.ca/structures/DB04679/thumb.svg,0.47723079,0.74028438,529.48962,C20H35NO15,257.32001,N/A
3597,GALACTOSE GREASE,https://www.drugbank.ca/drugs/DB04680,https://www.drugbank.ca/structures/DB04680/thumb.svg,0.060199764,0.95840752,350.4046,C16H30O8,125.68,N/A
3598,BETA-METHYLLACTOSIDE,https://www.drugbank.ca/drugs/DB04681,https://www.drugbank.ca/structures/DB04681/thumb.svg,0.29257986,0.84664959,356.32309,C13H24O11,178.53,N/A
3599,BIS(HEXAMETHYLENE)TRIAMINE,https://www.drugbank.ca/drugs/DB04684,https://www.drugbank.ca/structures/DB04684/thumb.svg,0.013044384,0.99349254,215.3788,C12H29N3,64.07,N/A
3600,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",https://www.drugbank.ca/drugs/DB04685,https://www.drugbank.ca/structures/DB04685/thumb.svg,0.371683,0.93901563,472.50751,C28H25FN2O4,67.870003,N/A
3601,DIMETHYL THIOPHOSPHATE,https://www.drugbank.ca/drugs/DB04687,https://www.drugbank.ca/structures/DB04687/thumb.svg,0.577227,0.72833586,142.114,C2H7O3PS,38.689999,N/A
3602,Methylecgonine,https://www.drugbank.ca/drugs/DB04688,https://www.drugbank.ca/structures/DB04688/thumb.svg,0.47840351,0.76568234,199.2469,C10H17NO3,49.77,N/A
3603,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,https://www.drugbank.ca/drugs/DB04689,https://www.drugbank.ca/structures/DB04689/thumb.svg,0.45645741,0.73840797,521.60291,C33H31NO5,77.760002,N/A
3604,Camptothecin,https://www.drugbank.ca/drugs/DB04690,https://www.drugbank.ca/structures/DB04690/thumb.svg,0.18909611,0.85010993,348.35199,C20H16N2O4,79.730003,N/A
3605,2'-O-[1-ethyl-1H-imidazol)] thymidine-5'-monophosphate,https://www.drugbank.ca/drugs/DB04691,https://www.drugbank.ca/structures/DB04691/thumb.svg,0.33063516,0.7946583,432.32239,C15H21N4O9P,172.67999,N/A
3606,"(13S)-13-METHYLDODECAHYDRO-1H-CYCLOPENTA[A]PHENANTHRENE-3,17(2H,4H)-DIONE",https://www.drugbank.ca/drugs/DB04693,https://www.drugbank.ca/structures/DB04693/thumb.svg,0.17518321,0.88699591,274.3978,C18H26O2,34.139999,N/A
3607,"2,6-anhydro-3-deoxy-3-fluoronononic acid",https://www.drugbank.ca/drugs/DB04694,https://www.drugbank.ca/structures/DB04694/thumb.svg,0.3952474,0.78911012,286.2084,C9H15FO9,167.91,N/A
3608,Farnesyl thiopyrophosphate,https://www.drugbank.ca/drugs/DB04695,https://www.drugbank.ca/structures/DB04695/thumb.svg,0.21559972,0.90259749,398.392,C15H28O6P2S,104.06,N/A
3609,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",https://www.drugbank.ca/drugs/DB04696,https://www.drugbank.ca/structures/DB04696/thumb.svg,0.45686886,0.74304408,560.61902,C24H13Br2ClO4,66.760002,N/A
3610,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide",https://www.drugbank.ca/drugs/DB04698,https://www.drugbank.ca/structures/DB04698/thumb.svg,0.24492529,0.86765987,343.31699,C14H9N5O4S,121.58,N/A
3611,gamma-butyrolactone,https://www.drugbank.ca/drugs/DB04699,https://www.drugbank.ca/structures/DB04699/thumb.svg,0.35162711,0.71664947,86.089203,C4H6O2,26.299999,N/A
3612,GLUTATHIONE SULFINATE,https://www.drugbank.ca/drugs/DB04700,https://www.drugbank.ca/structures/DB04700/thumb.svg,0.37949598,0.70520908,339.32199,C10H17N3O8S,196.12,N/A
3613,S-METHYL-GLUTATHIONE,https://www.drugbank.ca/drugs/DB04701,https://www.drugbank.ca/structures/DB04701/thumb.svg,0.17941232,0.94840717,321.35001,C11H19N3O6S,158.82001,N/A
3614,"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE",https://www.drugbank.ca/drugs/DB04702,https://www.drugbank.ca/structures/DB04702/thumb.svg,0.35201868,0.83790374,330.27499,C10H20O6P2S,104.06,N/A
3615,Hesperidin,https://www.drugbank.ca/drugs/DB04703,https://www.drugbank.ca/structures/DB04703/thumb.svg,0.49457783,0.81688118,610.56061,C28H34O15,234.28999,N/A
3616,20-hydroxycholesterol,https://www.drugbank.ca/drugs/DB04704,https://www.drugbank.ca/structures/DB04704/thumb.svg,0.17464882,0.88046706,402.65289,C27H46O2,40.459999,N/A
3617,"(3BETA)-CHOLEST-5-ENE-3,25-DIOL",https://www.drugbank.ca/drugs/DB04705,https://www.drugbank.ca/structures/DB04705/thumb.svg,0.14468507,0.98123032,402.65289,C27H46O2,40.459999,N/A
3618,"(3BETA,7BETA)-CHOLEST-5-ENE-3,7-DIOL",https://www.drugbank.ca/drugs/DB04706,https://www.drugbank.ca/structures/DB04706/thumb.svg,0.18764597,0.98761195,402.65289,C27H46O2,40.459999,N/A
3619,Hydroxyfasudil,https://www.drugbank.ca/drugs/DB04707,https://www.drugbank.ca/structures/DB04707/thumb.svg,0.42921811,0.93956488,307.36801,C14H17N3O3S,78.510002,N/A
3620,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",https://www.drugbank.ca/drugs/DB04708,https://www.drugbank.ca/structures/DB04708/thumb.svg,0.3882249,0.70300514,623.73792,C37H41N3O6,139.98,N/A
3621,Iodipamide,https://www.drugbank.ca/drugs/DB04711,https://www.drugbank.ca/structures/DB04711/thumb.svg,0.48668787,0.83040047,1139.7618,C20H14I6N2O6,132.8,N/A
3622,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,https://www.drugbank.ca/drugs/DB04712,https://www.drugbank.ca/structures/DB04712/thumb.svg,0.13899447,0.92694718,305.3291,C15H19N3O4,110.77,N/A
3623,4-Iodo-D-phenylalanine,https://www.drugbank.ca/drugs/DB04713,https://www.drugbank.ca/structures/DB04713/thumb.svg,0.10684831,0.95784605,291.08569,C9H10INO2,63.32,N/A
3624,ISOPENTENYL PYROPHOSPHATE,https://www.drugbank.ca/drugs/DB04714,https://www.drugbank.ca/structures/DB04714/thumb.svg,0.28970742,0.88809347,246.0921,C5H12O7P2,113.29,N/A
3625,IMIDAZOPYRIDAZIN 1,https://www.drugbank.ca/drugs/DB04715,https://www.drugbank.ca/structures/DB04715/thumb.svg,0.45264566,0.73174995,306.36169,C18H18N4O,59.290001,N/A
3626,"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE",https://www.drugbank.ca/drugs/DB04716,https://www.drugbank.ca/structures/DB04716/thumb.svg,0.33358413,0.69373101,309.33749,C18H16FN3O,57.779999,N/A
3627,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",https://www.drugbank.ca/drugs/DB04719,https://www.drugbank.ca/structures/DB04719/thumb.svg,0.45565081,0.55044562,476.78799,C9H7Br4N3,31.92,N/A
3628,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",https://www.drugbank.ca/drugs/DB04720,https://www.drugbank.ca/structures/DB04720/thumb.svg,0.44000602,0.56060344,479.81201,C8H4Br4N2S,28.68,N/A
3629,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",https://www.drugbank.ca/drugs/DB04721,https://www.drugbank.ca/structures/DB04721/thumb.svg,0.44802836,0.55418038,488.79901,C10H7Br4N3,21.059999,N/A
3630,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,https://www.drugbank.ca/drugs/DB04723,https://www.drugbank.ca/structures/DB04723/thumb.svg,0.41357633,0.92585003,239.29401,C10H13N3O2S,101.7,N/A
3631,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",https://www.drugbank.ca/drugs/DB04724,https://www.drugbank.ca/structures/DB04724/thumb.svg,0.33590713,0.85615546,536.66388,C33H36N4O3,82.610001,N/A
3632,Licofelone,https://www.drugbank.ca/drugs/DB04725,https://www.drugbank.ca/structures/DB04725/thumb.svg,0.42818847,0.68747228,379.879,C23H22ClNO2,42.23,N/A
3633,"7,8,10-TRIMETHYLBENZO[G]PTERIDINE-2,4(3H,10H)-DIONE",https://www.drugbank.ca/drugs/DB04726,https://www.drugbank.ca/structures/DB04726/thumb.svg,0.20724641,0.79622358,256.26001,C13H12N4O2,74.129997,N/A
3634,"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",https://www.drugbank.ca/drugs/DB04727,https://www.drugbank.ca/structures/DB04727/thumb.svg,0.24548483,0.89045107,537.46509,C27H19F4N5O3,115.3,N/A
3635,Gentamicin C1a,https://www.drugbank.ca/drugs/DB04729,https://www.drugbank.ca/structures/DB04729/thumb.svg,0.35714322,0.82739484,449.5423,C19H39N5O7,213.72,N/A
3636,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,https://www.drugbank.ca/drugs/DB04731,https://www.drugbank.ca/structures/DB04731/thumb.svg,0.21893191,0.89536172,258.1861,C7H17NO7P,129.92999,N/A
3637,"1,6-DI-O-PHOSPHONO-D-MANNITOL",https://www.drugbank.ca/drugs/DB04733,https://www.drugbank.ca/structures/DB04733/thumb.svg,0.062856346,0.99651229,342.13159,C6H16O12P2,214.44,N/A
3638,Citraconic acid,https://www.drugbank.ca/drugs/DB04734,https://www.drugbank.ca/structures/DB04734/thumb.svg,0.41083136,0.76439047,130.09869,C5H6O4,74.599998,N/A
3639,(S)-HYDROXY(PHENYL)ACETONITRILE,https://www.drugbank.ca/drugs/DB04737,https://www.drugbank.ca/structures/DB04737/thumb.svg,0.3078962,0.90587568,133.14729,C8H7NO,44.02,N/A
3640,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,https://www.drugbank.ca/drugs/DB04739,https://www.drugbank.ca/structures/DB04739/thumb.svg,0.19625483,0.86466515,479.5762,C28H29N7O,86.279999,N/A
3641,MOXALACTAM (HYDROLYZED),https://www.drugbank.ca/drugs/DB04740,https://www.drugbank.ca/structures/DB04740/thumb.svg,0.36461285,0.80709517,422.3429,C18H18N2O10,192.05,N/A
3642,Myxothiazol,https://www.drugbank.ca/drugs/DB04741,https://www.drugbank.ca/structures/DB04741/thumb.svg,0.14603245,0.95982981,487.67801,C25H33N3O3S2,87.330002,N/A
3643,"(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",https://www.drugbank.ca/drugs/DB04742,https://www.drugbank.ca/structures/DB04742/thumb.svg,0.39722356,0.84471482,326.39099,C13H14N2O4S2,95.830002,N/A
3644,Nimesulide,https://www.drugbank.ca/drugs/DB04743,https://www.drugbank.ca/structures/DB04743/thumb.svg,0.47771823,0.63527447,308.31,C13H12N2O5S,101.22,N/A
3645,2-OXOQUINOLINE,https://www.drugbank.ca/drugs/DB04745,https://www.drugbank.ca/structures/DB04745/thumb.svg,0.23369686,0.76630312,145.158,C9H7NO,29.1,N/A
3646,"(10E,12Z)-octadecadienoic acid",https://www.drugbank.ca/drugs/DB04746,https://www.drugbank.ca/structures/DB04746/thumb.svg,0.53598249,0.68482333,280.4455,C18H32O2,37.299999,N/A
3647,11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,https://www.drugbank.ca/drugs/DB04747,https://www.drugbank.ca/structures/DB04747/thumb.svg,0.027013632,0.99738026,278.4296,C18H30O2,37.299999,N/A
3648,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,https://www.drugbank.ca/drugs/DB04749,https://www.drugbank.ca/structures/DB04749/thumb.svg,0.064934142,0.94183147,177.26401,C6H9O2S2,34.139999,N/A
3649,OREGON GREEN 488 CARBOXYLATE,https://www.drugbank.ca/drugs/DB04750,https://www.drugbank.ca/structures/DB04750/thumb.svg,0.51725018,0.64745545,412.29669,C21H10F2O7,121.13,N/A
3650,Purvalanol A,https://www.drugbank.ca/drugs/DB04751,https://www.drugbank.ca/structures/DB04751/thumb.svg,0.3772946,0.74037248,388.89401,C19H25ClN6O,87.889999,N/A
3651,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",https://www.drugbank.ca/drugs/DB04753,https://www.drugbank.ca/structures/DB04753/thumb.svg,0.44964281,0.6069603,373.25519,C13H16N3O8P,162.7,N/A
3652,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",https://www.drugbank.ca/drugs/DB04754,https://www.drugbank.ca/structures/DB04754/thumb.svg,0.47455478,0.58472067,389.2579,C12H16N5O8P,190.75,N/A
3653,"2-[(3,5-Dichloro-4-trioxidanylphenyl)amino]benzoic acid",https://www.drugbank.ca/drugs/DB04756,https://www.drugbank.ca/structures/DB04756/thumb.svg,0.22281463,0.87262189,330.12,C13H9Cl2NO5,88.019997,N/A
3654,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",https://www.drugbank.ca/drugs/DB04757,https://www.drugbank.ca/structures/DB04757/thumb.svg,0.33814728,0.73948365,375.23129,C11H14N5O8P,190.75,N/A
3655,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",https://www.drugbank.ca/drugs/DB04759,https://www.drugbank.ca/structures/DB04759/thumb.svg,0.10825875,0.9753564,374.4357,C22H22N4O2,83.980003,N/A
3656,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",https://www.drugbank.ca/drugs/DB04760,https://www.drugbank.ca/structures/DB04760/thumb.svg,0.096338183,0.99006397,410.4166,C22H20F2N4O2,83.980003,N/A
3657,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",https://www.drugbank.ca/drugs/DB04761,https://www.drugbank.ca/structures/DB04761/thumb.svg,0.087626129,0.98719335,348.35861,C18H16N6O2,109.76,N/A
3658,N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,https://www.drugbank.ca/drugs/DB04762,https://www.drugbank.ca/structures/DB04762/thumb.svg,0.44640547,0.69719344,378.2717,C13H19N2O9P,186.50999,N/A
3659,"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",https://www.drugbank.ca/drugs/DB04763,https://www.drugbank.ca/structures/DB04763/thumb.svg,0.088253558,0.94517291,305.41501,C16H21N2O2S,64.040001,N/A
3660,[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,https://www.drugbank.ca/drugs/DB04764,https://www.drugbank.ca/structures/DB04764/thumb.svg,0.38532603,0.68431735,399.52802,C26H29N3O,59.220001,N/A
3661,N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,https://www.drugbank.ca/drugs/DB04765,https://www.drugbank.ca/structures/DB04765/thumb.svg,0.50299078,0.59776318,392.29831,C14H21N2O9P,186.50999,N/A
3662,Pyrithiamine Pyrophosphate,https://www.drugbank.ca/drugs/DB04768,https://www.drugbank.ca/structures/DB04768/thumb.svg,0.51709473,0.81691283,419.28671,C14H21N4O7P2,168.97,N/A
3663,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",https://www.drugbank.ca/drugs/DB04769,https://www.drugbank.ca/structures/DB04769/thumb.svg,0.16836785,0.95870262,257.26801,C12H7N3O2S,71.949997,N/A
3664,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",https://www.drugbank.ca/drugs/DB04770,https://www.drugbank.ca/structures/DB04770/thumb.svg,0.42435756,0.6656732,355.43411,C19H25N5O2,85.089996,N/A
3665,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,https://www.drugbank.ca/drugs/DB04771,https://www.drugbank.ca/structures/DB04771/thumb.svg,0.4506613,0.7739948,489.5679,C23H35N7O5,188.73,N/A
3666,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,https://www.drugbank.ca/drugs/DB04772,https://www.drugbank.ca/structures/DB04772/thumb.svg,0.3654314,0.92399609,494.651,C23H38N6O4S,159.98,N/A
3667,METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE,https://www.drugbank.ca/drugs/DB04773,https://www.drugbank.ca/structures/DB04773/thumb.svg,0.54598451,0.66546679,290.3096,C13H22O7,99.129997,N/A
3668,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,https://www.drugbank.ca/drugs/DB04776,https://www.drugbank.ca/structures/DB04776/thumb.svg,0.39332277,0.79491782,368.47589,C20H28N6O,79.099998,N/A
3669,(R)-4-Nitrostyrene oxide,https://www.drugbank.ca/drugs/DB04777,https://www.drugbank.ca/structures/DB04777/thumb.svg,0.13416107,0.89660054,165.1461,C8H7NO3,58.349998,N/A
3670,SC45647,https://www.drugbank.ca/drugs/DB04778,https://www.drugbank.ca/structures/DB04778/thumb.svg,0.50006598,0.63819593,330.42459,C18H26N4O2,102.57,N/A
3671,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,https://www.drugbank.ca/drugs/DB04779,https://www.drugbank.ca/structures/DB04779/thumb.svg,0.35142207,0.75109231,275.345,C10H13NO4S2,75.959999,N/A
3672,5-hydroxyvaleric acid,https://www.drugbank.ca/drugs/DB04781,https://www.drugbank.ca/structures/DB04781/thumb.svg,0.080182277,0.93637389,118.1311,C5H10O3,57.529999,N/A
3673,(S)-4-Nitrostyrene oxide,https://www.drugbank.ca/drugs/DB04782,https://www.drugbank.ca/structures/DB04782/thumb.svg,0.13401768,0.89660418,165.1461,C8H7NO3,58.349998,N/A
3674,(R)-1-phenylethanol,https://www.drugbank.ca/drugs/DB04784,https://www.drugbank.ca/structures/DB04784/thumb.svg,0.27835071,0.85906678,122.1644,C8H10O,20.23,N/A
3675,Streptolydigin,https://www.drugbank.ca/drugs/DB04785,https://www.drugbank.ca/structures/DB04785/thumb.svg,0.11822807,0.98004371,600.69983,C32H44N2O9,147.16,N/A
3676,Tanaproget,https://www.drugbank.ca/drugs/DB04787,https://www.drugbank.ca/structures/DB04787/thumb.svg,0.14764303,0.96356606,297.375,C16H15N3OS,49.98,N/A
3677,Tagetitoxin,https://www.drugbank.ca/drugs/DB04788,https://www.drugbank.ca/structures/DB04788/thumb.svg,0.67278028,0.79514551,416.298,C11H17N2O11PS,228.92999,N/A
3678,5-methyltetrahydrofolic acid,https://www.drugbank.ca/drugs/DB04789,https://www.drugbank.ca/structures/DB04789/thumb.svg,0.17901427,0.95822036,459.46301,C20H25N7O6,198.48,N/A
3679,"2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol",https://www.drugbank.ca/drugs/DB04790,https://www.drugbank.ca/structures/DB04790/thumb.svg,0.17599377,0.91225624,382.41309,C20H22N4O4,136.66,N/A
3680,"2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL",https://www.drugbank.ca/drugs/DB04791,https://www.drugbank.ca/structures/DB04791/thumb.svg,0.16181016,0.90810937,382.41309,C20H22N4O4,136.66,N/A
3681,"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",https://www.drugbank.ca/drugs/DB04792,https://www.drugbank.ca/structures/DB04792/thumb.svg,0.07450296,0.99538654,382.41309,C20H22N4O4,136.66,N/A
3682,"1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol",https://www.drugbank.ca/drugs/DB04793,https://www.drugbank.ca/structures/DB04793/thumb.svg,0.086994946,0.94738185,382.41309,C20H22N4O4,136.66,N/A
3683,Bifonazole,https://www.drugbank.ca/drugs/DB04794,https://www.drugbank.ca/structures/DB04794/thumb.svg,0.23469195,0.8507933,310.39169,C22H18N2,17.82,N/A
3684,Thenoyltrifluoroacetone,https://www.drugbank.ca/drugs/DB04795,https://www.drugbank.ca/structures/DB04795/thumb.svg,0.14552461,0.89822888,222.18401,C8H5F3O2S,34.139999,N/A
3685,Inecalcitol,https://www.drugbank.ca/drugs/DB04796,https://www.drugbank.ca/structures/DB04796/thumb.svg,0.12703456,0.94769806,400.603,C26H40O3,60.689999,N/A
3686,Triazolopyridine,https://www.drugbank.ca/drugs/DB04797,https://www.drugbank.ca/structures/DB04797/thumb.svg,0.44443664,0.8469817,322.3363,C18H15FN4O,56.220001,N/A
3687,THIO-ATPA,https://www.drugbank.ca/drugs/DB04798,https://www.drugbank.ca/structures/DB04798/thumb.svg,0.52585995,0.78040791,244.311,C10H16N2O3S,100.89,N/A
3688,1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID,https://www.drugbank.ca/drugs/DB04800,https://www.drugbank.ca/structures/DB04800/thumb.svg,0.21328373,0.86901557,253.278,C10H11N3O3S,84.220001,N/A
3689,cis-Vaccenic acid,https://www.drugbank.ca/drugs/DB04801,https://www.drugbank.ca/structures/DB04801/thumb.svg,0.23140898,0.81473583,282.4614,C18H34O2,37.299999,N/A
